"","Course.Identifier","College","Department","Merged","Subject.Code","Catalog.Number","Course.Description","Course.Level","Total.Student.Count","D_GRADE_COUNT","FAIL_GRADE_COUNT","WITHDRAW_GRADE_COUNT","DEW_COUNT","PASS_GRADE_COUNT","WITHDRAW_FULLMED_GRADE_COUNT","INCOMPLETE_UNGRADED_COUNT","TERM_LD","ACAD_YR_SID","Percent.D.Grade","Percent.E.Grade","Percent.W.Grade","Percent.DEW","Percent.Passed","Per.Full..Medical.Withdrawal","Per.Ungraded..Incomplete","P.F.Opt","Units","Mode","Class..","Sections","Total.Enroll","Max.Enroll","Rm.Cap","Early_Morning","Mid_Morning","Early_Afternoon","Mid_Afternoon","Evening","Asynchronous","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Laboratory","Lecture","Colloquim","Seminar","Workshop","Discussion","Studio","Practicum","In_Person","Full_Online","IntractTV","Hybrid","Live_Online","Reg_Session","First_Half_Session","Second_Half_Session","First_Third_Session","Second_Third_Session","Third_Third_Session","Ten_Week","Thirteen_Week","Other","College_Number"
"5237","Spring 2021_CSC_477","College of Science","Computer Science","CSC_477","CSC","477","Intro To Computer Vision","Upper Division",8,0,1,1,2,6,0,0,"Spring 2021",2021,0,12.5,12.5,25,75,0,0,"",3,"Live Onln",83167,1,8,40,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5238","Spring 2021_DATA_363","College of Science","Mathematics","DATA_363","DATA","363","Intro Statistical Method","Upper Division",53,0,3,7,10,40,3,0,"Spring 2021",2021,0,5.7,13.2,18.9,75.5,5.7,0,"",3,"Live Onln",149496,2,53,68,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5
"5239","Spring 2021_DATA_367","College of Science","Mathematics","DATA_367","DATA","367","Sports Analytics","Upper Division",32,0,0,0,0,32,0,0,"Spring 2021",2021,0,0,0,0,100,0,0,"",3,"Live Onln",164909,2,64,70,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5
"5240","Spring 2021_DATA_375","College of Science","Mathematics","DATA_375","DATA","375","Intro to Statistical Computing","Upper Division",42,3,0,2,5,37,0,0,"Spring 2021",2021,7.1,0,4.8,11.9,88.1,0,0,"",3,"Live Onln",85827,1,42,45,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5241","Spring 2021_DATA_462","College of Science","Mathematics","DATA_462","DATA","462","Financial Math","Upper Division",13,0,0,0,0,13,0,0,"Spring 2021",2021,0,0,0,0,100,0,0,"",3,"In Person",85950,1,13,15,75,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"5242","Spring 2021_DATA_498A","College of Science","Mathematics","DATA_498A","DATA","498A","Capstone: Stats/Data Science","Upper Division",31,0,0,0,0,30,1,0,"Spring 2021",2021,0,0,0,0,96.8,3.2,0,"",3,"Live Onln",90983,1,31,35,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5243","Spring 2021_EAS_130","College of Humanities","East Asian Studies","EAS_130","EAS","130","Asian Religions","Lower Division",8,0,2,0,2,6,0,0,"Spring 2021",2021,0,25,0,25,75,0,0,"",3,"FullOnline",92074,1,8,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"5244","Spring 2021_EAS_160A1","College of Humanities","East Asian Studies","EAS_160A1","EAS","160A1","The Worlds of Buddhism","Lower Division",582,20,43,20,83,491,8,0,"Spring 2021",2021,3.4,7.4,3.4,14.3,84.4,1.4,0,"",3,"FullOnline",276019,3,582,600,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,3
"5245","Spring 2021_EAS_160A3","College of Humanities","East Asian Studies","EAS_160A3","EAS","160A3","Chinese Civilization","Lower Division",78,1,3,2,6,71,1,0,"Spring 2021",2021,1.3,3.8,2.6,7.7,91,1.3,0,"",3,"Live Onln",572957,7,156,300,7,2,5,0,0,0,0,1,0,1,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,3
"5246","Spring 2021_EAS_160A5","College of Humanities","East Asian Studies","EAS_160A5","EAS","160A5","Lang and Cult of E Asia","Lower Division",50,0,3,1,4,46,0,0,"Spring 2021",2021,0,6,2,8,92,0,0,"",3,"FullOnline",68904,1,50,130,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
"5247","Spring 2021_EAS_202","College of Humanities","East Asian Studies","EAS_202","EAS","202","Symbol,Society,& Social Change","Lower Division",57,2,2,3,7,48,2,0,"Spring 2021",2021,3.5,3.5,5.3,12.3,84.2,3.5,0,"",3,"Live Onln",84585,1,57,75,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
"5248","Spring 2021_EAS_222","College of Humanities","East Asian Studies","EAS_222","EAS","222","Introduction to Zen Buddhism","Lower Division",15,2,1,0,3,10,2,0,"Spring 2021",2021,13.3,6.7,0,20,66.7,13.3,0,"",3,"FullOnline",185765,2,15,120,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3
"5249","Spring 2021_EAS_358","College of Humanities","Religious Studies, Cmt","EAS_358","EAS","358","Tibetan Buddhism","Upper Division",15,3,1,1,5,10,0,0,"Spring 2021",2021,20,6.7,6.7,33.3,66.7,0,0,"",3,"Live Onln",95376,1,15,70,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
"5250","Spring 2021_EAS_359","College of Humanities","Religious Studies, Cmt","EAS_359","EAS","359","Buddhism and Healing","Upper Division",38,4,5,1,10,28,0,0,"Spring 2021",2021,10.5,13.2,2.6,26.3,73.7,0,0,"",3,"Live Onln",181808,2,38,75,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3
"5251","Spring 2021_EAS_466","College of Humanities","East Asian Studies","EAS_466","EAS","466","Jpn & Chn Nationalism","Upper Division",9,0,0,1,1,8,0,0,"Spring 2021",2021,0,0,11.1,11.1,88.9,0,0,"",3,"Live Onln",92092,1,9,20,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
"5252","Spring 2021_EAS_484","College of Humanities","East Asian Studies","EAS_484","EAS","484","Hist of E Asian Buddhism","Upper Division",14,0,2,2,4,10,0,0,"Spring 2021",2021,0,14.3,14.3,28.6,71.4,0,0,"",3,"FullOnline",96020,1,14,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"5253","Spring 2021_EAS_496C","College of Humanities","East Asian Studies","EAS_496C","EAS","496C","Spec Topic Asian Studies","Upper Division",6,0,0,0,0,6,0,0,"Spring 2021",2021,0,0,0,0,100,0,0,"",3,"Live Onln",81928,1,6,25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
"5254","Spring 2021_ECOL_170C1","College of Science","Ecology & Evolutionary Biology","ECOL_170C1","ECOL","170C1","Animal Sexual Behavior","Lower Division",191,8,10,1,19,168,4,0,"Spring 2021",2021,4.2,5.2,0.5,9.9,88,2.1,0,"",3,"FullOnline",188169,2,191,200,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5
"5255","Spring 2021_ECOL_170C2","College of Science","Ecology & Evolutionary Biology","ECOL_170C2","ECOL","170C2","The Diversity of Life","Lower Division",193,1,12,5,18,171,4,0,"Spring 2021",2021,0.5,6.2,2.6,9.3,88.6,2.1,0,"",3,"FullOnline",94317,1,32,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
"5256","Spring 2021_ECOL_170C2","College of Science","Ecology & Evolutionary Biology","ECOL_170C2","ECOL","170C2","The Diversity of Life","Lower Division",193,1,12,5,18,171,4,0,"Spring 2021",2021,0.5,6.2,2.6,9.3,88.6,2.1,0,"",3,"Live Onln",93415,1,161,500,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5257","Spring 2021_ECOL_170C3","College of Science","Ecology & Evolutionary Biology","ECOL_170C3","ECOL","170C3","Marine Biology","Lower Division",171,9,9,3,21,150,0,0,"Spring 2021",2021,5.3,5.3,1.8,12.3,87.7,0,0,"",3,"FullOnline",763528,8,342,480,8,0,0,0,0,0,8,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,5
"5258","Spring 2021_ECOL_182L","College of Science","Ecology & Evolutionary Biology","ECOL_182L","ECOL","182L","Intro Biology II Lab","Lower Division",839,54,101,18,173,656,10,0,"Spring 2021",2021,6.4,12,2.1,20.6,78.2,1.2,0,"",1,"Hybrid",943827,18,424,432,18,2,6,0,6,4,0,0,6,6,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,5
"5259","Spring 2021_ECOL_182L","College of Science","Ecology & Evolutionary Biology","ECOL_182L","ECOL","182L","Intro Biology II Lab","Lower Division",839,54,101,18,173,656,10,0,"Spring 2021",2021,6.4,12,2.1,20.6,78.2,1.2,0,"",1,"FullOnline",1194435,13,415,460,13,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,9,2,2,0,0,0,0,0,0,5
"5260","Spring 2021_ECOL_182R","College of Science","Ecology & Evolutionary Biology","ECOL_182R","ECOL","182R","Introductory Biology II","Lower Division",1011,54,60,10,124,876,11,0,"Spring 2021",2021,5.3,5.9,1,12.3,86.6,1.1,0,"",3,"FullOnline",260558,3,369,405,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,5
"5261","Spring 2021_ECOL_182R","College of Science","Ecology & Evolutionary Biology","ECOL_182R","ECOL","182R","Introductory Biology II","Lower Division",1011,54,60,10,124,876,11,0,"Spring 2021",2021,5.3,5.9,1,12.3,86.6,1.1,0,"",3,"Live Onln",118914,2,642,700,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5
"5262","Spring 2021_ECOL_195C","College of Science","Ecology & Evolutionary Biology","ECOL_195C","ECOL","195C","Research Methods in Biology","Lower Division",8,2,0,2,4,4,0,0,"Spring 2021",2021,25,0,25,50,50,0,0,"",1,"FullOnline",93410,1,8,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
"5263","Spring 2021_ECOL_206","College of Science","Ecology & Evolutionary Biology","ECOL_206","ECOL","206","Environmental Biology","Lower Division",50,0,2,1,3,44,3,0,"Spring 2021",2021,0,4,2,6,88,6,0,"",3,"FullOnline",180069,2,50,55,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,5
"5264","Spring 2021_ECOL_223","College of Science","Ecology & Evolutionary Biology","ECOL_223","ECOL","223","Human Genetics/Evolution","Lower Division",63,6,5,2,13,50,0,0,"Spring 2021",2021,9.5,7.9,3.2,20.6,79.4,0,0,"",3,"FullOnline",175387,2,63,90,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5
"5265","Spring 2021_ECOL_250","College of Science","Ecology & Evolutionary Biology","ECOL_250","ECOL","250","How science works","Lower Division",52,1,12,11,24,28,0,0,"Spring 2021",2021,1.9,23.1,21.2,46.2,53.8,0,0,"",3,"FullOnline",186817,2,52,90,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5
"5266","Spring 2021_ECOL_330","College of Science","Ecology & Evolutionary Biology","ECOL_330","ECOL","330","Evol Anml Form+Function","Upper Division",42,2,2,2,6,35,1,0,"Spring 2021",2021,4.8,4.8,4.8,14.3,83.3,2.4,0,"",4,"Hybrid",83495,1,42,45,42,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
"5267","Spring 2021_ECOL_335","College of Science","Ecology & Evolutionary Biology","ECOL_335","ECOL","335","Evolutionary Biology","Upper Division",183,19,10,2,31,149,0,3,"Spring 2021",2021,10.4,5.5,1.1,16.9,81.4,0,1.6,"",4,"FullOnline",945227,13,366,420,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,5
"5268","Spring 2021_ECOL_346","College of Science","Ecology & Evolutionary Biology","ECOL_346","ECOL","346","Bioinformatics","Upper Division",33,1,0,3,4,29,0,0,"Spring 2021",2021,3,0,9.1,12.1,87.9,0,0,"",4,"Live Onln",93407,1,33,45,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5269","Spring 2021_ECOL_360","College of Science","Ecology & Evolutionary Biology","ECOL_360","ECOL","360","Marine Ecology & Conservation","Upper Division",41,1,0,0,1,40,0,0,"Spring 2021",2021,2.4,0,0,2.4,97.6,0,0,"",3,"Live Onln",72195,1,41,40,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5270","Spring 2021_ECOL_406R","College of Science","Ecology & Evolutionary Biology","ECOL_406R","ECOL","406R","Conservation Biology","Upper Division",58,0,0,1,1,57,0,0,"Spring 2021",2021,0,0,1.7,1.7,98.3,0,0,"",3,"Live Onln",71696,1,58,60,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5271","Spring 2021_ECOL_409","College of Science","Ecology & Evolutionary Biology","ECOL_409","ECOL","409","Evol/Infectious Disease","Upper Division",59,2,0,1,3,55,1,0,"Spring 2021",2021,3.4,0,1.7,5.1,93.2,1.7,0,"",3,"FullOnline",191842,2,59,62,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,5
"5272","Spring 2021_ECOL_412A","College of Science","Geosciences","ECOL_412A","ECOL","412A","Ocean Sciences","Upper Division",10,0,2,0,2,8,0,0,"Spring 2021",2021,0,20,0,20,80,0,0,"",3,"Live Onln",72138,1,10,60,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5273","Spring 2021_ECOL_426","College of Science","Ecology & Evolutionary Biology","ECOL_426","ECOL","426","Population Genetics","Upper Division",25,0,0,2,2,22,1,0,"Spring 2021",2021,0,0,8,8,88,4,0,"",3,"Live Onln",85655,1,25,30,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5274","Spring 2021_ECOL_473","College of Science","Ecology & Evolutionary Biology","ECOL_473","ECOL","473","Tpcs Behavioral Ecology","Upper Division",7,0,0,1,1,4,2,0,"Spring 2021",2021,0,0,14.3,14.3,57.1,28.6,0,"",3,"Hybrid",93411,1,7,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
"5275","Spring 2021_ECOL_475","College of Science","Ecology & Evolutionary Biology","ECOL_475","ECOL","475","Freshwater+Marine Algae","Upper Division",27,1,0,1,2,25,0,0,"Spring 2021",2021,3.7,0,3.7,7.4,92.6,0,0,"",4,"Live Onln",52536,1,27,30,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5
"5276","Spring 2021_ECOL_480","College of Science","Ecology & Evolutionary Biology","ECOL_480","ECOL","480","Math Models in Biology","Upper Division",6,0,1,1,2,4,0,0,"Spring 2021",2021,0,16.7,16.7,33.3,66.7,0,0,"",3,"Hybrid",93413,1,6,14,25,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
"5277","Spring 2021_ECOL_484","College of Science","Ecology & Evolutionary Biology","ECOL_484","ECOL","484","Ornithology","Upper Division",26,3,1,0,4,22,0,0,"Spring 2021",2021,11.5,3.8,0,15.4,84.6,0,0,"",4,"Hybrid",214449,3,52,60,77,1,0,0,2,0,0,0,1,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5
"5278","Spring 2021_ECON_150C1","Eller College of Management","Economics","ECON_150C1","ECON","150C1","An Economic Perspective","Lower Division",97,0,0,5,5,89,3,0,"Spring 2021",2021,0,0,5.2,5.2,91.8,3.1,0,"",3,"Live Onln",69223,1,97,100,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"5279","Spring 2021_ECON_200","Eller College of Management","Economics","ECON_200","ECON","200","Basic Economic Issues","Lower Division",1346,98,129,54,281,1043,22,0,"Spring 2021",2021,7.3,9.6,4,20.9,77.5,1.6,0,"",3,"Live Onln",158155,3,1140,1050,3,0,1,1,1,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2
"5280","Spring 2021_ECON_200","Eller College of Management","Economics","ECON_200","ECON","200","Basic Economic Issues","Lower Division",1346,98,129,54,281,1043,22,0,"Spring 2021",2021,7.3,9.6,4,20.9,77.5,1.6,0,"",3,"FullOnline",256989,3,206,190,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,2
"5281","Spring 2021_ECON_205","College of Social & Behav Sci","Philosophy","ECON_205","ECON","205","Ethics+Econ/Wealth Creat","Lower Division",110,3,4,8,15,92,2,1,"Spring 2021",2021,2.7,3.6,7.3,13.6,83.6,1.8,0.9,"",3,"FullOnline",166441,2,43,55,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4
"5282","Spring 2021_ECON_205","College of Social & Behav Sci","Philosophy","ECON_205","ECON","205","Ethics+Econ/Wealth Creat","Lower Division",110,3,4,8,15,92,2,1,"Spring 2021",2021,2.7,3.6,7.3,13.6,83.6,1.8,0.9,"",3,"Live Onln",195249,2,67,80,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4
"5283","Spring 2021_ECON_300","Eller College of Management","Economics","ECON_300","ECON","300","Microecon Anls Bus Decis","Upper Division",478,21,1,2,24,452,2,0,"Spring 2021",2021,4.4,0.2,0.4,5,94.6,0.4,0,"Y",3,"FullOnline",137649,2,478,259,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2
"5284","Spring 2021_ECON_307","Eller College of Management","Economics","ECON_307","ECON","307","Economic History of the U.S.","Upper Division",54,3,1,2,6,48,0,0,"Spring 2021",2021,5.6,1.9,3.7,11.1,88.9,0,0,"",3,"Live Onln",87418,1,54,50,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"5285","Spring 2021_ECON_323","Eller College of Management","Economics","ECON_323","ECON","323","Economics Of Sports","Upper Division",42,3,1,0,4,38,0,0,"Spring 2021",2021,7.1,2.4,0,9.5,90.5,0,0,"",3,"Hybrid",80704,1,42,38,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
"5286","Spring 2021_ECON_325","Eller College of Management","Economics","ECON_325","ECON","325","Hist Dev Fin+Econ Inst","Upper Division",29,0,0,3,3,26,0,0,"Spring 2021",2021,0,0,10.3,10.3,89.7,0,0,"",3,"Hybrid",80705,1,29,25,63,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
"5287","Spring 2021_ECON_330","Eller College of Management","Economics","ECON_330","ECON","330","Macroecon + Glbl Inst + Policy","Upper Division",365,5,0,1,6,358,1,0,"Spring 2021",2021,1.4,0,0.3,1.6,98.1,0.3,0,"",3,"Live Onln",52709,1,315,159,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"5288","Spring 2021_ECON_330","Eller College of Management","Economics","ECON_330","ECON","330","Macroecon + Glbl Inst + Policy","Upper Division",365,5,0,1,6,358,1,0,"Spring 2021",2021,1.4,0,0.3,1.6,98.1,0.3,0,"",3,"FullOnline",81264,1,50,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
"5289","Spring 2021_ECON_332","Eller College of Management","Economics","ECON_332","ECON","332","Inter Macroeconomics","Upper Division",148,14,7,9,30,118,0,0,"Spring 2021",2021,9.5,4.7,6.1,20.3,79.7,0,0,"",3,"Live Onln",105421,2,148,125,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
"5290","Spring 2021_ECON_338","Eller College of Management","Economics","ECON_338","ECON","338","Law and Economics","Upper Division",36,0,2,0,2,34,0,0,"Spring 2021",2021,0,5.6,0,5.6,94.4,0,0,"",3,"Hybrid",79046,1,36,35,70,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
"5291","Spring 2021_ECON_340","Eller College of Management","Economics","ECON_340","ECON","340","Int'L Econ And Policy","Upper Division",61,2,1,2,5,55,1,0,"Spring 2021",2021,3.3,1.6,3.3,8.2,90.2,1.6,0,"",3,"Live Onln",95786,1,61,55,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"5292","Spring 2021_ECON_342","Eller College of Management","Economics","ECON_342","ECON","342","Econ of Latin America","Upper Division",25,0,0,1,1,23,0,1,"Spring 2021",2021,0,0,4,4,92,0,4,"",3,"Hybrid",87496,1,25,20,54,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
"5293","Spring 2021_ECON_361","Eller College of Management","Economics","ECON_361","ECON","361","Inter Microeconomics","Upper Division",141,27,20,6,53,87,1,0,"Spring 2021",2021,19.1,14.2,4.3,37.6,61.7,0.7,0,"",3,"Live Onln",105425,2,141,135,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
"5294","Spring 2021_ECON_373","Eller College of Management","Economics","ECON_373","ECON","373","Environmental Economics","Upper Division",56,0,1,1,2,54,0,0,"Spring 2021",2021,0,1.8,1.8,3.6,96.4,0,0,"",3,"Live Onln",87416,1,56,45,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"5295","Spring 2021_ECON_400","Eller College of Management","Economics","ECON_400","ECON","400","Econ Strategy:Business Decisns","Upper Division",79,0,2,2,4,74,1,0,"Spring 2021",2021,0,2.5,2.5,5.1,93.7,1.3,0,"",3,"FullOnline",83036,1,79,60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
"5296","Spring 2021_ECON_405","Eller College of Management","Economics","ECON_405","ECON","405","Econ Models of Discrimination","Upper Division",24,0,0,0,0,24,0,0,"Spring 2021",2021,0,0,0,0,100,0,0,"",3,"Hybrid",95622,1,24,20,70,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
"5297","Spring 2021_ECON_406","Eller College of Management","Economics","ECON_406","ECON","406","Intro Experimental Econ","Upper Division",39,1,0,2,3,36,0,0,"Spring 2021",2021,2.6,0,5.1,7.7,92.3,0,0,"",3,"Live Onln",65641,1,39,35,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"5298","Spring 2021_ECON_407","Eller College of Management","Economics","ECON_407","ECON","407","Economics of Strategy","Upper Division",52,3,0,1,4,48,0,0,"Spring 2021",2021,5.8,0,1.9,7.7,92.3,0,0,"",3,"Live Onln",52728,1,52,50,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"5299","Spring 2021_ECON_418","Eller College of Management","Economics","ECON_418","ECON","418","Intro to Econometrics","Upper Division",39,0,0,1,1,38,0,0,"Spring 2021",2021,0,0,2.6,2.6,97.4,0,0,"",3,"Hybrid",105459,2,39,36,108,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2
"5300","Spring 2021_ECON_422","Eller College of Management","Economics","ECON_422","ECON","422","Intro to Health Economics","Upper Division",40,0,2,3,5,35,0,0,"Spring 2021",2021,0,5,7.5,12.5,87.5,0,0,"",3,"Live Onln",92537,1,40,35,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"5301","Spring 2021_ECON_431","Eller College of Management","Economics","ECON_431","ECON","431","Games and Decisions","Upper Division",45,3,3,1,7,38,0,0,"Spring 2021",2021,6.7,6.7,2.2,15.6,84.4,0,0,"",3,"Live Onln",97032,1,45,40,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
